Surname  	Approx Number  	% Frequency  	Rank
BATTLES	7,461 	0.003	3905
BATTAGLIA	7,461 	0.003	3906
WOOLDRIDGE	7,461 	0.003	3907
WEED	7,461 	0.003	3908
TRASK	7,461 	0.003	3909
ROSSER	7,461 	0.003	3910
REGALADO	7,461 	0.003	3911
MCEWEN	7,461 	0.003	3912
KEEFE	7,461 	0.003	3913
FUQUA	7,461 	0.003	3914
ECHEVARRIA	7,461 	0.003	3915
DOMINGO	7,461 	0.003	3916
DANG	7,461 	0.003	3917
CARO	7,461 	0.003	3918
BOYNTON	7,461 	0.003	3919
ANDRUS	7,461 	0.003	3920
WILD	7,461 	0.003	3921
VIERA	7,461 	0.003	3922
VANMETER	7,461 	0.003	3923
TABER	7,461 	0.003	3924
SPRADLIN	7,461 	0.003	3925
SEIBERT	7,461 	0.003	3926
PROVOST	7,461 	0.003	3927
PRENTICE	7,461 	0.003	3928
OLIPHANT	7,461 	0.003	3929
LAPORTE	7,461 	0.003	3930
HWANG	7,461 	0.003	3931
HATCHETT	7,461 	0.003	3932
HASS	7,461 	0.003	3933
GREINER	7,461 	0.003	3934
FREEDMAN	7,461 	0.003	3935
COVERT	7,461 	0.003	3936
CHILTON	7,461 	0.003	3937
BYARS	7,461 	0.003	3938
WIESE	7,461 	0.003	3939
VENEGAS	7,461 	0.003	3940
SWANK	7,461 	0.003	3941
SHRADER	7,461 	0.003	3942
RODERICK	7,461 	0.003	3943
ROBERGE	7,461 	0.003	3944
MULLIS	7,461 	0.003	3945
MORTENSEN	7,461 	0.003	3946
MCCUNE	7,461 	0.003	3947
MARLOWE	7,461 	0.003	3948
KIRCHNER	7,461 	0.003	3949
KECK	7,461 	0.003	3950
ISAACSON	7,461 	0.003	3951
HOSTETLER	7,461 	0.003	3952
HALVERSON	7,461 	0.003	3953
GUNTHER	7,461 	0.003	3954
GRISWOLD	7,461 	0.003	3955
GERARD	7,461 	0.003	3956
FENNER	7,461 	0.003	3957
DURDEN	7,461 	0.003	3958
BLACKWOOD	7,461 	0.003	3959
BERTRAM	7,461 	0.003	3960
AHRENS	7,461 	0.003	3961
SAWYERS	7,461 	0.003	3962
SAVOY	7,461 	0.003	3963
NABORS	7,461 	0.003	3964
MCSWAIN	7,461 	0.003	3965
MACKAY	7,461 	0.003	3966
LOY	7,461 	0.003	3967
LAVENDER	7,461 	0.003	3968
LASH	7,461 	0.003	3969
LABBE	7,461 	0.003	3970
JESSUP	7,461 	0.003	3971
HUBERT	7,461 	0.003	3972
FULLERTON	7,461 	0.003	3973
DONNELL	7,461 	0.003	3974
CRUSE	7,461 	0.003	3975
CRITTENDEN	7,461 	0.003	3976
CORREIA	7,461 	0.003	3977
CENTENO	7,461 	0.003	3978
CAUDLE	7,461 	0.003	3979
CANADY	7,461 	0.003	3980
CALLENDER	7,461 	0.003	3981
ALARCON	7,461 	0.003	3982
AHERN	7,461 	0.003	3983
WINFREY	7,461 	0.003	3984
TRIBBLE	7,461 	0.003	3985
TOM	7,461 	0.003	3986
STYLES	7,461 	0.003	3987
SALLEY	7,461 	0.003	3988
RODEN	7,461 	0.003	3989
MUSGROVE	7,461 	0.003	3990
MINNICK	7,461 	0.003	3991
FORTENBERRY	7,461 	0.003	3992
CARRION	7,461 	0.003	3993
BUNTING	7,461 	0.003	3994
BETHEL	7,461 	0.003	3995
BATISTE	7,461 	0.003	3996
WOO	7,461 	0.003	3997
WHITED	7,461 	0.003	3998
UNDERHILL	7,461 	0.003	3999
STILLWELL	7,461 	0.003	4000
SILVIA	7,461 	0.003	4001
RAUCH	7,461 	0.003	4002
PIPPIN	7,461 	0.003	4003
PERRIN	7,461 	0.003	4004
MESSENGER	7,461 	0.003	4005
MANCINI	7,461 	0.003	4006
LISTER	7,461 	0.003	4007
KINARD	7,461 	0.003	4008
HARTMANN	7,461 	0.003	4009
FLECK	7,461 	0.003	4010
BROADWAY	7,461 	0.003	4011
WILT	7,461 	0.003	4012
TREADWAY	7,461 	0.003	4013
THORNHILL	7,461 	0.003	4014
SPEED	7,461 	0.003	4015
SPALDING	7,461 	0.003	4016
SAM	7,461 	0.003	4017
RAFFERTY	7,461 	0.003	4018
PITRE	7,461 	0.003	4019
PATINO	7,461 	0.003	4020
ORDONEZ	7,461 	0.003	4021
LINKOUS	7,461 	0.003	4022
KELLEHER	7,461 	0.003	4023
HOMAN	7,461 	0.003	4024
HOLIDAY	7,461 	0.003	4025
GALBRAITH	7,461 	0.003	4026
FEENEY	7,461 	0.003	4027
DORRIS	7,461 	0.003	4028
CURTIN	7,461 	0.003	4029
COWARD	7,461 	0.003	4030
CAMARILLO	7,461 	0.003	4031
BUSS	7,461 	0.003	4032
BUNNELL	7,461 	0.003	4033
BOLT	7,461 	0.003	4034
BEELER	7,461 	0.003	4035
AUTRY	7,461 	0.003	4036
ALCALA	7,461 	0.003	4037
WITTE	7,461 	0.003	4038
WENTZ	7,461 	0.003	4039
STIDHAM	7,461 	0.003	4040
SHIVELY	7,461 	0.003	4041
NUNLEY	7,461 	0.003	4042
MEACHAM	7,461 	0.003	4043
MARTINS	7,461 	0.003	4044
LEMKE	7,461 	0.003	4045
LEFEBVRE	7,461 	0.003	4046
KAYE	7,461 	0.003	4047
HYNES	7,461 	0.003	4048
HOROWITZ	7,461 	0.003	4049
HOPPE	7,461 	0.003	4050
HOLCOMBE	7,461 	0.003	4051
ESTRELLA	7,461 	0.003	4052
DUNNE	7,461 	0.003	4053
DERR	7,461 	0.003	4054
COCHRANE	7,461 	0.003	4055
BRITTAIN	7,461 	0.003	4056
BEDARD	7,461 	0.003	4057
BEAUREGARD	7,461 	0.003	4058
TORRENCE	7,461 	0.003	4059
STRUNK	7,461 	0.003	4060
SORIA	7,461 	0.003	4061
SIMONSON	7,461 	0.003	4062
SHUMAKER	7,461 	0.003	4063
SCOGGINS	7,461 	0.003	4064
PACKER	7,461 	0.003	4065
OCONNER	7,461 	0.003	4066
MORIARTY	7,461 	0.003	4067
LEROY	7,461 	0.003	4068
KUNTZ	7,461 	0.003	4069
IVES	7,461 	0.003	4070
HUTCHESON	7,461 	0.003	4071
HORAN	7,461 	0.003	4072
HALES	7,461 	0.003	4073
GARMON	7,461 	0.003	4074
FITTS	7,461 	0.003	4075
DELL	7,461 	0.003	4076
BOHN	7,461 	0.003	4077
ATCHISON	7,461 	0.003	4078
WORTH	7,461 	0.003	4079
WISNIEWSKI	7,461 	0.003	4080
WILL	7,461 	0.003	4081
VANWINKLE	7,461 	0.003	4082
STURM	7,461 	0.003	4083
SALLEE	7,461 	0.003	4084
PROSSER	7,461 	0.003	4085
MOEN	7,461 	0.003	4086
LUNDBERG	7,461 	0.003	4087
KUNZ	7,461 	0.003	4088
KOHL	7,461 	0.003	4089
KEANE	7,461 	0.003	4090
JORGENSON	7,461 	0.003	4091
JAYNES	7,461 	0.003	4092
FUNDERBURK	7,461 	0.003	4093
FREED	7,461 	0.003	4094
FRAME	7,461 	0.003	4095
DURR	7,461 	0.003	4096
CREAMER	7,461 	0.003	4097
COSGROVE	7,461 	0.003	4098
CANDELARIA	7,461 	0.003	4099
BERLIN	7,461 	0.003	4100
BATSON	7,461 	0.003	4101
VANHOOSE	7,461 	0.003	4102
THOMSEN	7,461 	0.003	4103
TEETER	7,461 	0.003	4104
SOMMER	7,461 	0.003	4105
SMYTH	7,461 	0.003	4106
SENA	7,461 	0.003	4107
REDMON	7,461 	0.003	4108
ORELLANA	7,461 	0.003	4109
MANESS	7,461 	0.003	4110
LENNON	7,461 	0.003	4111
HEFLIN	7,461 	0.003	4112
GOULET	7,461 	0.003	4113
FRICK	7,461 	0.003	4114
FORNEY	7,461 	0.003	4115
DOLLAR	7,461 	0.003	4116
BUNKER	7,461 	0.003	4117
ASBURY	7,461 	0.003	4118
AGUIAR	7,461 	0.003	4119
TALBOTT	7,461 	0.003	4120
SOUTHARD	7,461 	0.003	4121
PLEASANT	7,461 	0.003	4122
MOWERY	7,461 	0.003	4123
MEARS	7,461 	0.003	4124
LEMMON	7,461 	0.003	4125
KRIEGER	7,461 	0.003	4126
HICKSON	7,461 	0.003	4127
GRACIA	7,461 	0.003	4128
ELSTON	7,461 	0.003	4129
DUONG	7,461 	0.003	4130
DELGADILLO	7,461 	0.003	4131
DAYTON	7,461 	0.003	4132
DASILVA	7,461 	0.003	4133
CONAWAY	7,461 	0.003	4134
CATRON	7,461 	0.003	4135
BRUTON	7,461 	0.003	4136
BRADBURY	7,461 	0.003	4137
BORDELON	7,461 	0.003	4138
BIVINS	7,461 	0.003	4139
BITTNER	7,461 	0.003	4140
BERGSTROM	7,461 	0.003	4141
BEALS	7,461 	0.003	4142
ABELL	7,461 	0.003	4143
WHELAN	7,461 	0.003	4144
TRAVERS	7,461 	0.003	4145
TEJADA	7,461 	0.003	4146
PULLEY	7,461 	0.003	4147
PINO	7,461 	0.003	4148
NORFLEET	7,461 	0.003	4149
NEALY	7,461 	0.003	4150
MAES	7,461 	0.003	4151
LOPER	7,461 	0.003	4152
HELD	7,461 	0.003	4153
GERALD	7,461 	0.003	4154
GATEWOOD	7,461 	0.003	4155
FRIERSON	7,461 	0.003	4156
FREUND	7,461 	0.003	4157
FINNEGAN	7,461 	0.003	4158
CUPP	7,461 	0.003	4159
COVEY	7,461 	0.003	4160
CATALANO	7,461 	0.003	4161
BOEHM	7,461 	0.003	4162
BADER	7,461 	0.003	4163
YOON	7,461 	0.003	4164
WALSTON	7,461 	0.003	4165
TENNEY	7,461 	0.003	4166
SIPES	7,461 	0.003	4167
ROLLER	7,461 	0.003	4168
RAWLINS	7,461 	0.003	4169
MEDLOCK	7,461 	0.003	4170
MCCASKILL	7,461 	0.003	4171
MCCALLISTER	7,461 	0.003	4172
MARCOTTE	7,461 	0.003	4173
MACLEAN	7,461 	0.003	4174
HUGHEY	7,461 	0.003	4175
HENKE	7,461 	0.003	4176
HARWELL	7,461 	0.003	4177
GLADNEY	7,461 	0.003	4178
GILSON	7,461 	0.003	4179
DEW	7,461 	0.003	4180
CHISM	7,461 	0.003	4181
CASKEY	7,461 	0.003	4182
BRANDENBURG	7,461 	0.003	4183
BAYLOR	7,461 	0.003	4184
VILLASENOR	7,461 	0.003	4185
VEAL	7,461 	0.003	4186
VAN	7,461 	0.003	4187
THATCHER	7,461 	0.003	4188
STEGALL	7,461 	0.003	4189
SHORE	7,461 	0.003	4190
PETRIE	7,461 	0.003	4191
NOWLIN	7,461 	0.003	4192
NAVARRETE	7,461 	0.003	4193
MUHAMMAD	7,461 	0.003	4194
LOMBARD	7,461 	0.003	4195
LOFTIN	7,461 	0.003	4196
LEMASTER	7,461 	0.003	4197
KROLL	7,461 	0.003	4198
KOVACH	7,461 	0.003	4199
KIMBRELL	7,461 	0.003	4200
KIDWELL	7,461 	0.003	4201
HERSHBERGER	7,461 	0.003	4202
FULCHER	7,461 	0.003	4203
ENG	7,461 	0.003	4204
CANTWELL	7,461 	0.003	4205
BUSTOS	7,461 	0.003	4206
BOLAND	7,461 	0.003	4207
BOBBITT	7,461 	0.003	4208
BINKLEY	7,461 	0.003	4209
WESTER	7,461 	0.003	4210
WEIS	7,461 	0.003	4211
VERDIN	7,461 	0.003	4212
TONG	7,461 	0.003	4213
TILLER	7,461 	0.003	4214
SISCO	7,461 	0.003	4215
SHARKEY	7,461 	0.003	4216
SEYMORE	7,461 	0.003	4217
ROSENBAUM	7,461 	0.003	4218
ROHR	7,461 	0.003	4219
QUINONEZ	7,461 	0.003	4220
PINKSTON	7,461 	0.003	4221
NATION	7,461 	0.003	4222
MALLEY	7,461 	0.003	4223
LOGUE	7,461 	0.003	4224
LESSARD	7,461 	0.003	4225
LERNER	7,461 	0.003	4226
LEBRON	7,461 	0.003	4227
KRAUSS	7,461 	0.003	4228
KLINGER	7,461 	0.003	4229
HALSTEAD	7,461 	0.003	4230
HALLER	7,461 	0.003	4231
GETZ	7,461 	0.003	4232
BURROW	7,461 	0.003	4233
BRANT	7,461 	0.003	4234
ALGER	7,461 	0.003	4235
VICTOR	7,461 	0.003	4236
SHORES	7,461 	0.003	4237
SCULLY	7,461 	0.003	4238
POUNDS	7,461 	0.003	4239
PFEIFER	7,461 	0.003	4240
PERRON	7,461 	0.003	4241
NELMS	7,461 	0.003	4242
MUNN	7,461 	0.003	4243
MCMASTER	7,461 	0.003	4244
MCKENNEY	7,461 	0.003	4245
MANNS	7,461 	0.003	4246
KNUDSON	7,461 	0.003	4247
HUTCHENS	7,461 	0.003	4248
HUSKEY	7,461 	0.003	4249
GOEBEL	7,461 	0.003	4250
FLAGG	7,461 	0.003	4251
CUSHMAN	7,461 	0.003	4252
CLICK	7,461 	0.003	4253
CASTELLANO	7,461 	0.003	4254
CARDER	7,461 	0.003	4255
BUMGARNER	7,461 	0.003	4256
BLAINE	7,461 	0.003	4257
BIBLE	7,461 	0.003	4258
WAMPLER	7,461 	0.003	4259
SPINKS	7,461 	0.003	4260
ROBSON	7,461 	0.003	4261
NEEL	7,461 	0.003	4262
MCREYNOLDS	7,461 	0.003	4263
MATHIAS	7,461 	0.003	4264
MAAS	7,461 	0.003	4265
LOERA	7,461 	0.003	4266
KASPER	7,461 	0.003	4267
JOSE	7,461 	0.003	4268
JENSON	7,461 	0.003	4269
FLOREZ	7,461 	0.003	4270
COONS	7,461 	0.003	4271
BUCKINGHAM	7,461 	0.003	4272
BROGAN	7,461 	0.003	4273
BERRYMAN	7,461 	0.003	4274
WILMOTH	7,461 	0.003	4275
WILHITE	7,461 	0.003	4276
THRASH	7,461 	0.003	4277
SHEPHARD	7,461 	0.003	4278
SEIDEL	7,461 	0.003	4279
SCHULZE	7,461 	0.003	4280
ROLDAN	7,461 	0.003	4281
PETTIS	7,461 	0.003	4282
OBRYAN	7,461 	0.003	4283
MAKI	7,461 	0.003	4284
MACKIE	7,461 	0.003	4285
HATLEY	7,461 	0.003	4286
FRAZER	7,461 	0.003	4287
FIORE	7,461 	0.003	4288
FALLS	7,461 	0.003	4289
CHESSER	7,461 	0.003	4290
BUI	7,461 	0.003	4291
BOTTOMS	7,461 	0.003	4292
BISSON	7,461 	0.003	4293
BENEFIELD	7,461 	0.003	4294
ALLMAN	7,461 	0.003	4295
WILKE	7,461 	0.003	4296
TRUDEAU	7,461 	0.003	4297
TIMM	7,461 	0.003	4298
SHIFFLETT	7,461 	0.003	4299
RAU	7,461 	0.003	4300
MUNDY	7,461 	0.003	4301
MILLIKEN	7,461 	0.003	4302
MAYERS	7,461 	0.003	4303
LEAKE	7,461 	0.003	4304
KOHN	7,461 	0.003	4305
HUNTINGTON	7,461 	0.003	4306
HORSLEY	7,461 	0.003	4307
HERMANN	7,461 	0.003	4308
GUERIN	7,461 	0.003	4309
FRYER	7,461 	0.003	4310
FRIZZELL	7,461 	0.003	4311
FORET	7,461 	0.003	4312
FLEMMING	7,461 	0.003	4313
FIFE	7,461 	0.003	4314
CRISWELL	7,461 	0.003	4315
CARBAJAL	7,461 	0.003	4316
BOZEMAN	7,461 	0.003	4317
BOISVERT	7,461 	0.003	4318
ARCHIE	7,461 	0.003	4319
ANTONIO	7,461 	0.003	4320
ANGULO	7,461 	0.003	4321
WALLEN	7,461 	0.003	4322
TAPP	7,461 	0.003	4323
SILVERS	7,461 	0.003	4324
RAMSAY	7,461 	0.003	4325
OSHEA	7,461 	0.003	4326
ORTA	7,461 	0.003	4327
MOLL	7,461 	0.003	4328
MCKEEVER	7,461 	0.003	4329
MCGEHEE	7,461 	0.003	4330
LUCIANO	7,461 	0.003	4331
LINVILLE	7,461 	0.003	4332
KIEFER	7,461 	0.003	4333
KETCHUM	7,461 	0.003	4334
HOWERTON	7,461 	0.003	4335
GROCE	7,461 	0.003	4336
GAYLORD	7,461 	0.003	4337
GASS	7,461 	0.003	4338
FUSCO	7,461 	0.003	4339
CORBITT	7,461 	0.003	4340
BLYTHE	7,461 	0.003	4341
BETZ	7,461 	0.003	4342
BARTELS	7,461 	0.003	4343
AMARAL	7,461 	0.003	4344
AIELLO	7,461 	0.003	4345
YOO	7,461 	0.003	4346
WEDDLE	7,461 	0.003	4347
TROY	7,461 	0.003	4348
SUN	7,461 	0.003	4349
SPERRY	7,461 	0.003	4350
SEILER	7,461 	0.003	4351
RUNYAN	7,461 	0.003	4352
RALEY	7,461 	0.003	4353
OVERBY	7,461 	0.003	4354
OSTEEN	7,461 	0.003	4355
OLDS	7,461 	0.003	4356
MCKEOWN	7,461 	0.003	4357
MAURO	7,461 	0.003	4358
MATNEY	7,461 	0.003	4359
LAUER	7,461 	0.003	4360
LATTIMORE	7,461 	0.003	4361
HINDMAN	7,461 	0.003	4362
HARTWELL	7,461 	0.003	4363
FREDRICKSON	7,461 	0.003	4364
FREDERICKS	7,461 	0.003	4365
ESPINO	7,461 	0.003	4366
CLEGG	7,461 	0.003	4367
CARSWELL	7,461 	0.003	4368
CAMBELL	7,461 	0.003	4369
BURKHOLDER	7,461 	0.003	4370
AUGUST	7,461 	0.003	4371
WOODBURY	7,461 	0.003	4372
WELKER	7,461 	0.003	4373
TOTTEN	7,461 	0.003	4374
THORNBURG	7,461 	0.003	4375
THERIAULT	7,461 	0.003	4376
STITT	7,461 	0.003	4377
STAMM	7,461 	0.003	4378
STACKHOUSE	7,461 	0.003	4379
SIMONE	7,461 	0.003	4380
SCHOLL	7,461 	0.003	4381
SAXON	7,461 	0.003	4382
RIFE	7,461 	0.003	4383
RAZO	7,461 	0.003	4384
QUINLAN	7,461 	0.003	4385
PINKERTON	7,461 	0.003	4386
OLIVO	7,461 	0.003	4387
NESMITH	7,461 	0.003	4388
NALL	7,461 	0.003	4389
MATTOS	7,461 	0.003	4390
LEAK	7,461 	0.003	4391
LAFFERTY	7,461 	0.003	4392
JUSTUS	7,461 	0.003	4393
GIRON	7,461 	0.003	4394
GEER	7,461 	0.003	4395
FIELDER	7,461 	0.003	4396
EAGLE	7,461 	0.003	4397
DRAYTON	7,461 	0.003	4398
DORTCH	7,461 	0.003	4399
CONNERS	7,461 	0.003	4400
CONGER	7,461 	0.003	4401
CHAU	7,461 	0.003	4402
BOATWRIGHT	7,461 	0.003	4403
BILLIOT	7,461 	0.003	4404
BARDEN	7,461 	0.003	4405
ARMENTA	7,461 	0.003	4406
ANTOINE	7,461 	0.003	4407
TIBBETTS	7,461 	0.003	4408
STEADMAN	7,461 	0.003	4409
SLATTERY	7,461 	0.003	4410
SIDES	7,461 	0.003	4411
RINALDI	7,461 	0.003	4412
RAYNOR	7,461 	0.003	4413
RAYFORD	7,461 	0.003	4414
PINCKNEY	7,461 	0.003	4415
PETTIGREW	7,461 	0.003	4416
NICKEL	7,461 	0.003	4417
MILNE	7,461 	0.003	4418
MATTESON	7,461 	0.003	4419
HALSEY	7,461 	0.003	4420
GONSALVES	7,461 	0.003	4421
FELLOWS	7,461 	0.003	4422
DURAND	7,461 	0.003	4423
DESIMONE	7,461 	0.003	4424
COWLEY	7,461 	0.003	4425
COWLES	7,461 	0.003	4426
BRILL	7,461 	0.003	4427
BARHAM	7,461 	0.003	4428
BARELA	7,461 	0.003	4429
BARBA	7,461 	0.003	4430
ASHMORE	7,461 	0.003	4431
WITHROW	7,461 	0.003	4432
VALENTI	7,461 	0.003	4433
TEJEDA	7,461 	0.003	4434
SPRIGGS	7,461 	0.003	4435
SAYRE	7,461 	0.003	4436
SALERNO	7,461 	0.003	4437
PLACE	7,461 	0.003	4438
PELTIER	7,461 	0.003	4439
PEEL	7,461 	0.003	4440
MERRIMAN	7,461 	0.003	4441
MATHESON	7,461 	0.003	4442
LOWMAN	7,461 	0.003	4443
LINDSTROM	7,461 	0.003	4444
HYLAND	7,461 	0.003	4445
HOMER	7,461 	0.003	4446
HA	7,461 	0.003	4447
GIROUX	7,461 	0.003	4448
FRIES	7,461 	0.003	4449
FRASIER	7,461 	0.003	4450
EARLS	7,461 	0.003	4451
DUGAS	7,461 	0.003	4452
DAMON	7,461 	0.003	4453
DABNEY	7,461 	0.003	4454
COLLADO	7,461 	0.003	4455
BRISENO	7,461 	0.003	4456
BAXLEY	7,461 	0.003	4457
ANDRE	7,461 	0.003	4458
WORD	7,461 	0.003	4459
WHYTE	7,461 	0.003	4460
WENGER	7,461 	0.003	4461
VANOVER	7,461 	0.003	4462
VANBUREN	7,461 	0.003	4463
THIEL	7,461 	0.003	4464
SCHINDLER	7,461 	0.003	4465
SCHILLER	7,461 	0.003	4466
RIGBY	7,461 	0.003	4467
POMEROY	7,461 	0.003	4468
PASSMORE	7,461 	0.003	4469
MARBLE	7,461 	0.003	4470
MANZO	7,461 	0.003	4471
MAHAFFEY	7,461 	0.003	4472
LINDGREN	7,461 	0.003	4473
LAFLAMME	7,461 	0.003	4474
GREATHOUSE	7,461 	0.003	4475
FITE	7,461 	0.003	4476
FERRARI	7,461 	0.003	4477
CALABRESE	7,461 	0.003	4478
BAYNE	7,461 	0.003	4479
YAMAMOTO	7,461 	0.003	4480
WICK	7,461 	0.003	4481
TOWNES	7,461 	0.003	4482
THAMES	7,461 	0.003	4483
STEEL	7,461 	0.003	4484
REINHART	7,461 	0.003	4485
PEELER	7,461 	0.003	4486
NARANJO	7,461 	0.003	4487
MONTEZ	7,461 	0.003	4488
MCDADE	7,461 	0.003	4489
MAST	7,461 	0.003	4490
MARKLEY	7,461 	0.003	4491
MARCHAND	7,461 	0.003	4492
LEEPER	7,461 	0.003	4493
KONG	7,461 	0.003	4494
KELLUM	7,461 	0.003	4495
HUDGENS	7,461 	0.003	4496
HENNESSEY	7,461 	0.003	4497
HADDEN	7,461 	0.003	4498
GUESS	7,461 	0.003	4499
GAINEY	7,461 	0.003	4500
COPPOLA	7,461 	0.003	4501
BORREGO	7,461 	0.003	4502
BOLLING	7,461 	0.003	4503
BEANE	7,461 	0.003	4504
AULT	7,461 	0.003	4505
SLATON	7,461 	0.003	4506
POLAND	7,461 	0.003	4507
PAPE	7,461 	0.003	4508
NULL	7,461 	0.003	4509
MULKEY	7,461 	0.003	4510
LIGHTNER	7,461 	0.003	4511
LANGER	7,461 	0.003	4512
HILLARD	7,461 	0.003	4513
GLASGOW	7,461 	0.003	4514
FABIAN	7,461 	0.003	4515
ETHRIDGE	7,461 	0.003	4516
ENRIGHT	7,461 	0.003	4517
DEROSA	7,461 	0.003	4518
BASKIN	7,461 	0.003	4519
ALFRED	7,461 	0.003	4520
WEINBERG	7,461 	0.003	4521
TURMAN	7,461 	0.003	4522
TINKER	7,461 	0.003	4523
SOMERVILLE	7,461 	0.003	4524
PARDO	7,461 	0.003	4525
NOLL	7,461 	0.003	4526
LASHLEY	7,461 	0.003	4527
INGRAHAM	7,461 	0.003	4528
HILLER	7,461 	0.003	4529
HENDON	7,461 	0.003	4530
GLAZE	7,461 	0.003	4531
FLORA	7,461 	0.003	4532
COTHRAN	7,461 	0.003	4533
COOKSEY	7,461 	0.003	4534
CONTE	7,461 	0.003	4535
CARRICO	7,461 	0.003	4536
APPLE	7,461 	0.003	4537
ABNER	7,461 	0.003	4538
WOOLEY	7,461 	0.003	4539
SWOPE	7,461 	0.003	4540
SUMMERLIN	7,461 	0.003	4541
STURGIS	7,461 	0.003	4542
STURDIVANT	7,461 	0.003	4543
STOTT	7,461 	0.003	4544
SPURGEON	7,461 	0.003	4545
SPILLMAN	7,461 	0.003	4546
SPEIGHT	7,461 	0.003	4547
ROUSSEL	7,461 	0.003	4548
POPP	7,461 	0.003	4549
NUTTER	7,461 	0.003	4550
MCKEON	7,461 	0.003	4551
MAZZA	7,461 	0.003	4552
MAGNUSON	7,461 	0.003	4553
LANNING	7,461 	0.003	4554
KOZAK	7,461 	0.003	4555
JANKOWSKI	7,461 	0.003	4556
HEYWARD	7,461 	0.003	4557
FORSTER	7,461 	0.003	4558
CORWIN	7,461 	0.003	4559
CALLAGHAN	7,461 	0.003	4560
BAYS	7,461 	0.003	4561
WORTHAM	7,461 	0.003	4562
USHER	7,461 	0.003	4563
THERIOT	7,461 	0.003	4564
SAYERS	7,461 	0.003	4565
SABO	7,461 	0.003	4566
RUPERT	7,461 	0.003	4567
POLING	7,461 	0.003	4568
NATHAN	7,461 	0.003	4569
LOYA	7,461 	0.003	4570
LIEBERMAN	7,461 	0.003	4571
LEVI	7,461 	0.003	4572
LAROCHE	7,461 	0.003	4573
LABELLE	7,461 	0.003	4574
HOWES	7,461 	0.003	4575
HARR	7,461 	0.003	4576
GARAY	7,461 	0.003	4577
FOGARTY	7,461 	0.003	4578
EVERSON	7,461 	0.003	4579
DURKIN	7,461 	0.003	4580
DOMINQUEZ	7,461 	0.003	4581
CHAVES	7,461 	0.003	4582
CHAMBLISS	7,461 	0.003	4583
ALFONSO	7,461 	0.003	4584
WITCHER	7,461 	0.003	4585
WILBER	7,461 	0.003	4586
VIEIRA	7,461 	0.003	4587
VANDIVER	7,461 	0.003	4588
TERRILL	7,461 	0.003	4589
STOKER	7,461 	0.003	4590
SCHREINER	7,461 	0.003	4591
NESTOR	7,461 	0.003	4592
MOORMAN	7,461 	0.003	4593
LIDDELL	7,461 	0.003	4594
LEW	7,461 	0.003	4595
LAWHORN	7,461 	0.003	4596
KRUG	7,461 	0.003	4597
IRONS	7,461 	0.003	4598
HYLTON	7,461 	0.003	4599
HOLLENBECK	7,461 	0.003	4600
HERRIN	7,461 	0.003	4601
HEMBREE	7,461 	0.003	4602
HAIR	7,461 	0.003	4603
GOOLSBY	7,461 	0.003	4604
GOODIN	7,461 	0.003	4605
GILMER	7,461 	0.003	4606
FOLTZ	7,461 	0.003	4607
DINKINS	7,461 	0.003	4608
DAUGHTRY	7,461 	0.003	4609
CABAN	7,461 	0.003	4610
BRIM	7,461 	0.003	4611
BRILEY	7,461 	0.003	4612
BILODEAU	7,461 	0.003	4613
BEAR	7,461 	0.003	4614
WYANT	7,461 	0.003	4615
VERGARA	7,461 	0.003	4616
TALLENT	7,461 	0.003	4617
SWEARINGEN	7,461 	0.003	4618
STROUP	7,461 	0.003	4619
SHERRY	7,461 	0.003	4620
SCRIBNER	7,461 	0.003	4621
ROGER	7,461 	0.003	4622
QUILLEN	7,461 	0.003	4623
PITMAN	7,461 	0.003	4624
MONACO	7,461 	0.003	4625
MCCANTS	7,461 	0.003	4626
MAXFIELD	7,461 	0.003	4627
MARTINSON	7,461 	0.003	4628
LANDON	7,461 	0.003	4629
HOLTZ	7,461 	0.003	4630
FLOURNOY	7,461 	0.003	4631
BROOKINS	7,461 	0.003	4632
BRODY	7,461 	0.003	4633
BAUMGARDNER	7,461 	0.003	4634
ANGELO	7,461 	0.003	4635
STRAUB	7,461 	0.003	4636
SILLS	7,461 	0.003	4637
ROYBAL	7,461 	0.003	4638
ROUNDTREE	7,461 	0.003	4639
OSWALT	7,461 	0.003	4640
MONEY	7,461 	0.003	4641
MCGRIFF	7,461 	0.003	4642
MCDOUGALL	7,461 	0.003	4643
MCCLEARY	7,461 	0.003	4644
MAGGARD	7,461 	0.003	4645
GRAGG	7,461 	0.003	4646
GOODING	7,461 	0.003	4647
GODINEZ	7,461 	0.003	4648
DOOLITTLE	7,461 	0.003	4649
DONATO	7,461 	0.003	4650
COWELL	7,461 	0.003	4651
CASSELL	7,461 	0.003	4652
BRACKEN	7,461 	0.003	4653
APPEL	7,461 	0.003	4654
AHMAD	7,461 	0.003	4655
ZAMBRANO	7,461 	0.003	4656
REUTER	7,461 	0.003	4657
PEREA	7,461 	0.003	4658
OLIVE	7,461 	0.003	4659
NAKAMURA	7,461 	0.003	4660
MONAGHAN	7,461 	0.003	4661
MICKENS	7,461 	0.003	4662
MCCLINTON	7,461 	0.003	4663
MCCLARY	7,461 	0.003	4664
MARLER	7,461 	0.003	4665
KISH	7,461 	0.003	4666
JUDKINS	7,461 	0.003	4667
GILBREATH	7,461 	0.003	4668
FREESE	7,461 	0.003	4669
FLANIGAN	7,461 	0.003	4670
